delta_e_mean,eta_mean,eta_min,surrogate_id
0.518490305224975,0.5488111640456225,4.9711280230478215e-30,45
0.5194815787321596,0.5484126490671632,1.2660197503093165e-33,46
0.5176684604607245,0.5495256248692503,4.912631634685707e-31,47
0.5135388626598765,0.54897744409051,3.712654720450032e-32,48
0.5141259683086956,0.5493009882633332,6.450367154388224e-33,49
0.5169213712874952,0.5490604112730937,6.904209501693303e-30,50
0.5186447529277827,0.5488561726269368,5.0824424566792605e-31,51
0.5162901221334107,0.5486979264741517,6.453904548233833e-31,52
0.5144612442729114,0.5492258670465048,3.2035320678913974e-31,53
0.5175202208351222,0.5485830438155668,5.278875918824444e-30,54
0.5182719562236557,0.5482264215570327,2.336965121036478e-32,55
0.5168813810719627,0.5491730113612595,8.831645292281409e-33,56
0.5189167653036553,0.5486824239068612,3.6284353088323703e-32,57
0.5153220890131377,0.5488515844194618,2.336558880628204e-33,58
0.5188166001180261,0.5493414093246145,1.5509070818427979e-31,59
0.5134668590166822,0.5494026008274872,2.032184740764138e-31,60
0.5209931387069817,0.5482635021772769,3.440116079918838e-29,61
0.5173144864330437,0.5487950001940942,2.100254790611612e-30,62
0.5195768924033981,0.5482964427997441,2.380063514678288e-33,63
0.5132230680360631,0.5493929625748131,2.0853397029499326e-31,64
0.5200855787184838,0.5480592137006484,3.210498051365338e-31,65
0.5175688774120183,0.5485721100029554,5.446947098544094e-31,66
0.5197672512368071,0.5481587184392849,1.5422174503672875e-30,67
0.5196973321295961,0.5484033202489276,8.111239033941081e-31,68
0.5195604234677927,0.5478960352242037,1.9976725454451282e-30,69
0.5202141329542057,0.5480456586783061,5.702359669000308e-30,70
0.5187421738233704,0.5485950429434091,4.279135354916604e-31,71
0.5166267191561054,0.5488641612253378,1.9012776745722633e-29,72
0.5169869686967163,0.5487036631172796,7.939076545587136e-32,73
0.5208020823251359,0.5484316595873024,7.13281712710952e-30,74
0.517396984448399,0.5488807889504402,6.036627136832292e-34,75
0.5193808252328577,0.5479768665595008,1.0204240872696307e-30,76
0.5202364592163812,0.5492897209946289,7.664046885928803e-33,77
0.5171645126203943,0.5490154758800302,3.682323354967306e-30,78
0.5157064174810038,0.5485260557889367,1.0027273893147126e-31,79
0.5185665496032182,0.548656661184497,1.860998809425298e-33,80
0.5174269903095743,0.5487670499726625,1.0025489392056878e-30,81
0.5208385224280695,0.5482720965690042,5.846221403794458e-33,82
0.517751505079117,0.5495679115220441,3.998298358704997e-33,83
0.5183445286806615,0.5482674319029474,1.2695955471645643e-30,84
0.5173597739313864,0.54885534528075,1.5025951789055257e-32,85
0.5169422318034499,0.5488183984407858,2.6413462541783767e-32,86
0.5136980944874691,0.5490503602929386,2.790385682461719e-31,87
0.5208709834246175,0.5485598873196128,5.6089606163092824e-30,88
0.517231242860626,0.5493036612788147,7.72566920875691e-30,89
0.5204820351686293,0.5483540158713025,7.296309321622459e-32,90
0.5156103406898156,0.5490864957780422,1.3722286930356609e-31,91
0.5153203338985661,0.5493127168585349,5.7257353032448156e-33,92
0.5157727195664609,0.5492273539914142,1.8100362498748137e-32,93
0.5150696463629064,0.5487907094023868,2.8143817542520416e-32,94
0.5177818795247326,0.5483029746680164,1.9646428759645296e-33,95
0.5160552323624277,0.5481720092436941,2.479961094339262e-32,96
0.516872623809648,0.5487310120045141,3.6846029657098804e-31,97
0.5179159334753944,0.5477513176007964,1.7469372754823914e-30,98
0.5197319651487229,0.5486563373818241,5.2289843558213865e-31,99
0.5183394569748099,0.5492046980700928,6.219947758397647e-32,100
0.5140865084061071,0.5489320967188133,1.9084136451862065e-32,101
0.5202622894387481,0.5482442194152495,9.437062311630023e-33,102
0.5135543251086472,0.5494269473898125,4.145229072006016e-32,103
0.5189014572352002,0.5481855770446374,1.6748067870954402e-32,104
0.519575410447211,0.5482076834500055,3.891995074210628e-33,105
0.5210821173140574,0.5474363167561771,1.152400028322133e-29,106
0.5173263389635531,0.5489065309485311,1.2683081922127116e-33,107
0.5180809325204232,0.5489179183745365,4.161176808857435e-32,108
0.518012262238385,0.5487002242646498,2.6751523382561803e-31,109
0.5200030388995391,0.5490852214532508,1.5308337200636587e-33,110
0.5164922347531206,0.5488661899348032,1.8757051658308716e-32,111
0.5183962897218082,0.5488420153225043,2.4843510714212445e-30,112
0.5161104690858074,0.5487237940660438,1.433001014329131e-32,113
0.5177109877001851,0.5488855920343514,4.5229962306074796e-32,114
0.5227941253450592,0.5479179562517357,1.0207042955207899e-32,115
0.5192074131757446,0.549210821205609,9.873303802177983e-31,116
0.5146352669174559,0.5491679085937596,3.7132060925964254e-30,117
0.5149823924667314,0.5491327040979114,6.665480812241539e-33,118
0.5143562231224518,0.5495669025139052,6.133184619895727e-32,119
0.5203858565594086,0.547653392790337,2.4581892534306487e-31,120
0.518940258749757,0.5487148915022111,1.2307862799894072e-32,121
0.5173312164919333,0.5482155958503244,1.7772617155119055e-31,122
0.5163143024904353,0.5486621582218467,3.569859724559493e-31,123
0.5179946593145323,0.5484365385623451,9.79419120714023e-33,124
0.5169124169846943,0.5486320064333265,5.4692994858133244e-33,125
0.5144848214040054,0.5496483237523186,4.276035229003642e-29,126
0.5185123754770765,0.5489320814015309,1.252915061820257e-30,127
0.5141131646672261,0.5493585569166832,7.979726691233742e-31,128
0.5180937738255436,0.549110059618464,5.511670850239683e-31,129
0.5192076942766553,0.5492296970951772,1.1591082805821817e-30,130
0.518560456732592,0.5489698412416477,9.300236340891606e-33,131
0.5181229518605637,0.5482242907046263,2.8424736092386304e-30,132
0.5193617734563252,0.5483378764845318,1.996478837472116e-32,133
0.5174116343162407,0.5488866725271316,1.523545839558707e-30,134
0.5168289105799033,0.5484297268489992,2.119761306391531e-31,135
0.519233396615138,0.5477303567685342,1.4090528828598748e-31,136
0.5157950469506063,0.5499116143008782,4.472689293467432e-32,137
0.5187933886955972,0.5489183303687131,1.4150997749749453e-31,138
0.5208683633423375,0.5485340288907657,3.015495859525071e-31,139
0.5188202637419095,0.5486173897593746,1.963311873020508e-29,140
0.52063641177051,0.5474650721380092,1.308209359583311e-30,141
0.5218081779081373,0.547424351400726,2.0494840789944843e-30,142
0.5182157010817338,0.5494651200110754,1.3219431753416219e-30,143
0.5157325227122114,0.5487680413692096,2.2868138225546044e-30,144
0.5197547030046266,0.5493451491945522,6.46587415886065e-30,145
0.5184967704826061,0.5480546808332092,1.3051879342754833e-30,146
0.5161958140949663,0.5477769616936949,1.2882647543505078e-31,147
0.5178879670726256,0.5490957155129595,1.157756813296255e-29,148
0.5172677839667569,0.548610390071469,1.209433316347073e-32,149
0.51845772146307,0.5485922296365782,8.908977849867778e-32,150
0.5197309699386754,0.5487509771484294,1.2434926165543933e-32,151
0.513490470490289,0.5483329956140721,9.186002796922254e-34,152
0.5146757767827891,0.548764174339654,8.420279282736295e-32,153
0.518783974538854,0.5479997220065931,4.091024919657379e-34,154
