time_tag,kp,delta_e,eta,eta_std_60,ar1_60,hazard_signal,lambda_rate,survival,corridor_armed
2026-03-09 10:03:00+00:00,0,0.0,0.9368848768066524,0.0,,0.03155756159667378,0.0,1.0,0
2026-03-09 10:04:00+00:00,0,0.0,0.9368848768066524,0.0,,0.03155756159667378,0.0,1.0,0
2026-03-09 10:05:00+00:00,0,0.0,0.9368848768066524,0.0,,0.03155756159667378,0.0,1.0,0
2026-03-09 10:06:00+00:00,0,0.0,0.9368848768066524,0.0,,0.03155756159667378,0.0,1.0,0
2026-03-09 10:07:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:08:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:09:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:10:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:11:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:12:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:13:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:14:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:15:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:16:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:17:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:18:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:19:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:20:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:21:00+00:00,0,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 10:22:00+00:00,1,5.108034802541379,3.5551412219571027e-26,0.12095131750619174,9.180408703798963e-16,0.5241902635012385,0.5241902635012385,0.5920345623222353,1
2026-03-09 10:23:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344807,0.055747825097912124,0.0,1.0,0
2026-03-09 10:24:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344807,0.055747825097912124,0.0,1.0,0
2026-03-09 10:25:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034481,0.055747825097912124,0.0,1.0,0
2026-03-09 10:26:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344813,0.055747825097912124,0.0,1.0,0
2026-03-09 10:27:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344813,0.055747825097912124,0.0,1.0,0
2026-03-09 10:28:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344813,0.055747825097912124,0.0,1.0,0
2026-03-09 10:29:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344817,0.055747825097912124,0.0,1.0,0
2026-03-09 10:30:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344817,0.055747825097912124,0.0,1.0,0
2026-03-09 10:31:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344817,0.055747825097912124,0.0,1.0,0
2026-03-09 10:32:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344817,0.055747825097912124,0.0,1.0,0
2026-03-09 10:33:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344817,0.055747825097912124,0.0,1.0,0
2026-03-09 10:34:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034482,0.055747825097912124,0.0,1.0,0
2026-03-09 10:35:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034482,0.055747825097912124,0.0,1.0,0
2026-03-09 10:36:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344824,0.055747825097912124,0.0,1.0,0
2026-03-09 10:37:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344824,0.055747825097912124,0.0,1.0,0
2026-03-09 10:38:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344824,0.055747825097912124,0.0,1.0,0
2026-03-09 10:39:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344824,0.055747825097912124,0.0,1.0,0
2026-03-09 10:40:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344824,0.055747825097912124,0.0,1.0,0
2026-03-09 10:41:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344827,0.055747825097912124,0.0,1.0,0
2026-03-09 10:42:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344827,0.055747825097912124,0.0,1.0,0
2026-03-09 10:43:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344827,0.055747825097912124,0.0,1.0,0
2026-03-09 10:44:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034483,0.055747825097912124,0.0,1.0,0
2026-03-09 10:45:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034483,0.055747825097912124,0.0,1.0,0
2026-03-09 10:46:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034483,0.055747825097912124,0.0,1.0,0
2026-03-09 10:47:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034483,0.055747825097912124,0.0,1.0,0
2026-03-09 10:48:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034483,0.055747825097912124,0.0,1.0,0
2026-03-09 10:49:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 10:50:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034483,0.055747825097912124,0.0,1.0,0
2026-03-09 10:51:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034483,0.055747825097912124,0.0,1.0,0
2026-03-09 10:52:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034483,0.055747825097912124,0.0,1.0,0
2026-03-09 10:53:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344834,0.055747825097912124,0.0,1.0,0
2026-03-09 10:54:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344834,0.055747825097912124,0.0,1.0,0
2026-03-09 10:55:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034483,0.055747825097912124,0.0,1.0,0
2026-03-09 10:56:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034483,0.055747825097912124,0.0,1.0,0
2026-03-09 10:57:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344834,0.055747825097912124,0.0,1.0,0
2026-03-09 10:58:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 10:59:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344834,0.055747825097912124,0.0,1.0,0
2026-03-09 11:00:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 11:01:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 11:02:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 11:03:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344834,0.055747825097912124,0.0,1.0,0
2026-03-09 11:04:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 11:05:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 11:06:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 11:07:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344834,0.055747825097912124,0.0,1.0,0
2026-03-09 11:08:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344834,0.055747825097912124,0.0,1.0,0
2026-03-09 11:09:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 11:10:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 11:11:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344834,0.055747825097912124,0.0,1.0,0
2026-03-09 11:12:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 11:13:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 11:14:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 11:15:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034483,0.055747825097912124,0.0,1.0,0
2026-03-09 11:16:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034483,0.055747825097912124,0.0,1.0,0
2026-03-09 11:17:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034483,0.055747825097912124,0.0,1.0,0
2026-03-09 11:18:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344834,0.055747825097912124,0.0,1.0,0
2026-03-09 11:19:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344838,0.055747825097912124,0.0,1.0,0
2026-03-09 11:20:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344834,0.055747825097912124,0.0,1.0,0
2026-03-09 11:21:00+00:00,1,0.0,0.9368848768066524,0.12095131750619174,9.18040870379898e-16,0.0557478250979124,0.0,1.0,0
2026-03-09 11:22:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:23:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:24:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:25:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:26:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:27:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:28:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:29:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:30:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:31:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:32:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:33:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:34:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:35:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:36:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:37:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:38:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:39:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:40:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:41:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:42:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:43:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:44:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:45:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:46:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:47:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:48:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:49:00+00:00,1,0.0,0.9368848768066524,0.0,1.0,0.33155756159667377,0.0,1.0,0
2026-03-09 11:50:00+00:00,2,5.108034802541379,3.5551412219571027e-26,0.12095131750619174,9.180408703798963e-16,0.5241902635012385,0.5241902635012385,0.5920345623222353,1
2026-03-09 11:51:00+00:00,2,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344807,0.055747825097912124,0.0,1.0,0
2026-03-09 11:52:00+00:00,2,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344807,0.055747825097912124,0.0,1.0,0
2026-03-09 11:53:00+00:00,2,0.0,0.9368848768066524,0.12095131750619174,-0.01724137931034481,0.055747825097912124,0.0,1.0,0
2026-03-09 11:54:00+00:00,2,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344813,0.055747825097912124,0.0,1.0,0
2026-03-09 11:55:00+00:00,2,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344813,0.055747825097912124,0.0,1.0,0
2026-03-09 11:56:00+00:00,2,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344813,0.055747825097912124,0.0,1.0,0
2026-03-09 11:57:00+00:00,2,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344817,0.055747825097912124,0.0,1.0,0
2026-03-09 11:58:00+00:00,2,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344817,0.055747825097912124,0.0,1.0,0
2026-03-09 11:59:00+00:00,2,0.0,0.9368848768066524,0.12095131750619174,-0.017241379310344817,0.055747825097912124,0.0,1.0,0
2026-03-09 12:00:00+00:00,0,10.216069605082758,8.514534698418957e-53,0.16959521399307706,-0.024595948397164103,0.5339190427986155,0.5339190427986155,0.5863027158729787,1
2026-03-09 12:01:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245584,0.06547660439528918,0.0,1.0,0
2026-03-09 12:02:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245584,0.06547660439528918,0.0,1.0,0
2026-03-09 12:03:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245584,0.06547660439528918,0.0,1.0,0
2026-03-09 12:04:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245584,0.06547660439528918,0.0,1.0,0
2026-03-09 12:05:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245584,0.06547660439528918,0.0,1.0,0
2026-03-09 12:06:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245584,0.06547660439528918,0.0,1.0,0
2026-03-09 12:07:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.0350877192982456,0.06547660439528918,0.0,1.0,0
2026-03-09 12:08:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.0350877192982456,0.06547660439528918,0.0,1.0,0
2026-03-09 12:09:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245605,0.06547660439528918,0.0,1.0,0
2026-03-09 12:10:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245605,0.06547660439528918,0.0,1.0,0
2026-03-09 12:11:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.03508771929824561,0.06547660439528918,0.0,1.0,0
2026-03-09 12:12:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245605,0.06547660439528918,0.0,1.0,0
2026-03-09 12:13:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245605,0.06547660439528918,0.0,1.0,0
2026-03-09 12:14:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245605,0.06547660439528918,0.0,1.0,0
2026-03-09 12:15:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.03508771929824561,0.06547660439528918,0.0,1.0,0
2026-03-09 12:16:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.03508771929824561,0.06547660439528918,0.0,1.0,0
2026-03-09 12:17:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245626,0.06547660439528918,0.0,1.0,0
2026-03-09 12:18:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245626,0.06547660439528918,0.0,1.0,0
2026-03-09 12:19:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245626,0.06547660439528918,0.0,1.0,0
2026-03-09 12:20:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.035087719298245626,0.06547660439528918,0.0,1.0,0
2026-03-09 12:21:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.03508771929824564,0.06547660439528918,0.0,1.0,0
2026-03-09 12:22:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.03508771929824564,0.06547660439528918,0.0,1.0,0
2026-03-09 12:23:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.03508771929824564,0.06547660439528918,0.0,1.0,0
2026-03-09 12:24:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.03508771929824564,0.06547660439528918,0.0,1.0,0
2026-03-09 12:25:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.03508771929824564,0.06547660439528918,0.0,1.0,0
2026-03-09 12:26:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.03508771929824564,0.06547660439528918,0.0,1.0,0
2026-03-09 12:27:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.03508771929824564,0.06547660439528918,0.0,1.0,0
2026-03-09 12:28:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.03508771929824564,0.06547660439528918,0.0,1.0,0
2026-03-09 12:29:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.03508771929824564,0.06547660439528918,0.0,1.0,0
2026-03-09 12:30:00+00:00,0,0.0,0.9368848768066524,0.16959521399307706,-0.03508771929824564,0.06547660439528918,0.0,1.0,0
2026-03-09 12:31:00+00:00,1,5.108034802541379,3.5551412219571027e-26,0.2059124722026861,-0.04335549847620603,0.5411824944405372,0.5411824944405372,0.5820595630712097,1
2026-03-09 12:32:00+00:00,1,0.0,0.9368848768066524,0.2059124722026861,-0.05357142857142857,0.07274005603721101,0.0,1.0,0
2026-03-09 12:33:00+00:00,1,0.0,0.9368848768066524,0.2059124722026861,-0.053571428571428575,0.07274005603721101,0.0,1.0,0
2026-03-09 12:34:00+00:00,1,0.0,0.9368848768066524,0.2059124722026861,-0.053571428571428555,0.07274005603721101,0.0,1.0,0
2026-03-09 12:35:00+00:00,1,0.0,0.9368848768066524,0.2059124722026861,-0.053571428571428555,0.07274005603721101,0.0,1.0,0
2026-03-09 12:36:00+00:00,1,0.0,0.9368848768066524,0.2059124722026861,-0.053571428571428555,0.07274005603721101,0.0,1.0,0
2026-03-09 12:37:00+00:00,1,0.0,0.9368848768066524,0.2059124722026861,-0.05357142857142856,0.07274005603721101,0.0,1.0,0
2026-03-09 12:38:00+00:00,1,0.0,0.9368848768066524,0.2059124722026861,-0.05357142857142856,0.07274005603721101,0.0,1.0,0
2026-03-09 12:39:00+00:00,1,0.0,0.9368848768066524,0.2059124722026861,-0.05357142857142856,0.07274005603721101,0.0,1.0,0
2026-03-09 12:40:00+00:00,1,0.0,0.9368848768066524,0.2059124722026861,-0.05357142857142856,0.07274005603721101,0.0,1.0,0
2026-03-09 12:41:00+00:00,1,0.0,0.9368848768066524,0.2059124722026861,-0.05357142857142857,0.07274005603721101,0.0,1.0,0
2026-03-09 12:42:00+00:00,1,0.0,0.9368848768066524,0.2059124722026861,-0.05357142857142856,0.07274005603721101,0.0,1.0,0
2026-03-09 12:43:00+00:00,1,0.0,0.9368848768066524,0.2059124722026861,-0.05357142857142857,0.07274005603721101,0.0,1.0,0
