n_samples,flux_min,flux_max,delta_e_mean,eta_mean,hazard_mean,min_survival,n_events
10078,0.0,4.117777280043811e-06,1.7676660730013285,0.5363511236682422,0.4387985591544937,0.2006095728019758,0
