loop,controller,mean_err_urad,rms_err_urad,availability,ki_matched
pat,open,15.450051398942461,17.835493921351066,0.818,39.022777135355625
pat,pid_orig,5.792775172792139,6.676681660898787,0.9975,39.022777135355625
pat,pid_matched,8.302243778668748,9.564016786356111,0.9895,39.022777135355625
pat,qsd_full,7.631654674404808,8.728688220028713,0.996,39.022777135355625
pat,qsd_stripped,8.302243778668748,9.564016786356111,0.9895,39.022777135355625
