loop,controller,rms_rad,cycle_slips,mean_bpsk_ber,ki_matched
pll,open,1.7162342791390908,93,0.036720152461629386,1560.911085414225
pll,pid_orig,1.309186702676769,17,0.044821242392906906,1560.911085414225
pll,pid_matched,1.1065593542746732,16,0.02342636972304349,1560.911085414225
pll,qsd_full,0.90562476107446,8,0.01479855444132123,1560.911085414225
pll,qsd_stripped,0.9737612142709856,8,0.01674131244200179,1560.911085414225
